Track,Artist,Position,Last,Peak,Weeks,Year,Month,Week
After Party,Koffee Brown,98,-,98,1,2001,1,13
By Your Side,Sade,75,-,75,1,2001,1,20
A Good Day To Run,Darryl Worley,76,-,76,1,2001,1,20
One More Day,Diamond Rio,79,-,79,1,2001,1,20
Southern Hospitality,Ludacris,86,-,86,1,2001,1,20
Jaded,Aerosmith,58,-,58,1,2001,1,27
Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,66,-,66,1,2001,1,27
I Did It,Dave Matthews Band,76,-,76,1,2001,1,27
Who I Am,Jessica Andrews,79,-,79,1,2001,1,27
Breathless,The Corrs,81,-,81,1,2001,1,27
Outside,Aaron Lewis Of Staind With Fred Durst,82,-,82,1,2001,1,27
Soul Sista,Bilal,97,-,97,1,2001,1,27
Georgia,Carolyn Dawn Johnson,98,-,98,1,2001,1,27
Free,Mya,75,-,75,1,2001,2,3
Snoop Dogg,Snoop Dogg,77,-,77,1,2001,2,3
If My Heart Had Wings,Faith Hill,80,-,80,1,2001,2,3
Pour Me,Trick Pony,95,-,95,1,2001,2,3
You All Dat,Baha Men With Imani Coppola,97,-,97,1,2001,2,3
Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",99,-,99,1,2001,2,3
Around The World (La La La La La),ATC,53,-,53,1,2001,2,10
Hanging By A Moment,Lifehouse,76,-,76,1,2001,2,10
A Long Walk,Jill Scott,78,-,78,1,2001,2,10
One Step Closer,Linkin Park,81,-,81,1,2001,2,10
One More Time,Daft Punk,89,-,89,1,2001,2,10
Missing You,Case,92,-,92,1,2001,2,10
The Call,Backstreet Boys,60,-,60,1,2001,2,17
Thank You For Loving Me,Bon Jovi,68,-,68,1,2001,2,17
Who's That Girl?,Eve,73,-,73,1,2001,2,17
Drive,Incubus,75,-,75,1,2001,2,17
Love,Musiq Soulchild,77,-,77,1,2001,2,17
Don't Talk,Jon B,79,-,79,1,2001,2,17
Get Crunked Up,Iconz Featuring Tony Manshino,99,-,99,1,2001,2,17
Ride Wit Me,Nelly Featuring City Spud,57,-,57,1,2001,2,24
Just Another Girl,Monica,74,-,74,1,2001,2,24
Look At Us,Sarina Paris,99,-,99,1,2001,2,24
Never Had A Dream Come True,S Club 7,61,-,61,1,2001,3,3
Best I Ever Had (Grey Sky Morning),Vertical Horizon,65,-,65,1,2001,3,3
I'm Like A Bird,Nelly Furtado,66,-,66,1,2001,3,3
"So Fresh, So Clean",OutKast,71,-,71,1,2001,3,3
Oochie Wally,QB Finest Featuring Nas & Bravehearts,76,-,76,1,2001,3,3
It's A Great Day To Be Alive,Travis Tritt,78,-,78,1,2001,3,3
Chickenhead,Project Pat,97,-,97,1,2001,3,3
Cross The Border,Philly's Most Wanted,98,-,98,1,2001,3,3
Heard It All Before,Sunshine Anderson,55,-,55,1,2001,3,10
Follow Me,Uncle Kracker,72,-,72,1,2001,3,10
Yellow,Coldplay,73,-,73,1,2001,3,10
Ain't Nothing 'Bout You,Brooks & Dunn,77,-,77,1,2001,3,10
Don't Happen Twice,Kenny Chesney,82,-,82,1,2001,3,10
Take It To Da House,Trick Daddy Featuring The SNS Express,99,-,99,1,2001,3,10
All For You,Janet,14,-,14,1,2001,3,17
Survivor,Destiny's Child,43,-,43,1,2001,3,17
Maybe I Deserve,Tank,71,-,71,1,2001,3,17
She Misses Him,Tim Rushlow,74,-,74,1,2001,3,17
If I Fall You're Going Down With Me,Dixie Chicks,75,-,75,1,2001,3,17
Drops Of Jupiter (Tell Me),Train,77,-,77,1,2001,3,17
Lucky 4 You (Tonight I'm Just Me),SHeDAISY,80,-,80,1,2001,3,17
Bizounce,Olivia,94,-,94,1,2001,3,17
Get Ur Freak On,Missy &quot;Misdemeanor&quot; Elliott,65,-,65,1,2001,3,24
Lay Low,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",80,-,80,1,2001,3,24
Mrs. Steven Rudy,Mark McGuinn,84,-,84,1,2001,3,24
What Would You Do?,City High,99,-,99,1,2001,3,24
Get Over Yourself,Eden's Crush,8,-,8,1,2001,3,31
Grown Men Don't Cry,Tim McGraw,70,-,70,1,2001,3,31
Fiesta,R. Kelly Featuring Jay-Z,73,-,73,1,2001,3,31
Request Line,The Black Eyed Peas Featuring Macy Gray,77,-,77,1,2001,3,31
Video,India.Arie,80,-,80,1,2001,3,31
Superwoman Pt. II,Lil' Mo Featuring Fabolous,98,-,98,1,2001,3,31
Play,Jennifer Lopez,76,-,76,1,2001,4,7
There It Is,Ginuwine,82,-,82,1,2001,4,7
Right Where I Need To Be,Gary Allan,83,-,83,1,2001,4,7
Too Little Too Late,Barenaked Ladies,86,-,86,1,2001,4,7
I Like Them Girls,Tyrese,87,-,87,1,2001,4,7
She Couldn't Change Me,Montgomery Gentry,94,-,94,1,2001,4,7
La Bomba,Azul Azul,96,-,96,1,2001,4,7
Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly,97,-,97,1,2001,4,7
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",70,-,70,1,2001,4,14
Peaches & Cream,112,75,-,75,1,2001,4,14
If You Can Do Anything Else,George Strait,76,-,76,1,2001,4,14
It's Been Awhile,Staind,79,-,79,1,2001,4,14
Puppy Love,Lil Bow Wow Featuring Jagged Edge,82,-,82,1,2001,4,14
Until The End Of Time,2Pac,82,-,82,1,2001,4,21
I Could Not Ask For More,Sara Evans,83,-,83,1,2001,4,21
Two People Fell In Love,Brad Paisley,79,-,79,1,2001,4,28
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,80,-,80,1,2001,4,28
My Way,Limp Bizkit,81,-,81,1,2001,4,28
Rose Bouquet,Phil Vassar,83,-,83,1,2001,4,28
When Somebody Loves You,Alan Jackson,84,-,84,1,2001,4,28
That's How I Beat Shaq,Aaron Carter,96,-,96,1,2001,4,28
"Like, Wow!",Leslie Carter,99,-,99,1,2001,4,28
Mad Season,matchbox twenty,68,-,68,1,2001,5,5
I'm Already There,Lonestar,69,-,69,1,2001,5,5
Angel,Lionel Richie,70,-,70,1,2001,5,5
What It Feels Like For A Girl,Madonna,73,-,73,1,2001,5,5
Hit 'Em Up Style (Oops!),Blu Cantrell,83,-,83,1,2001,5,5
Can't Believe,Faith Evans Featuring Carl Thomas,86,-,86,1,2001,5,5
I Cry,Ja Rule Featuring Lil' Mo,92,-,92,1,2001,5,5
This Is Me,Dream,67,-,67,1,2001,5,12
"Baby, Come Over (This Is Our Night)",Samantha Mumba,68,-,68,1,2001,5,12
Dream On,Depeche Mode,85,-,85,1,2001,5,12
Everybody Doesn't,Amanda,87,-,87,1,2001,5,12
There She Goes,Babyface,98,-,98,1,2001,5,12
My Baby,Lil' Romeo,33,-,33,1,2001,5,19
Irresistible,Jessica Simpson,69,-,69,1,2001,5,19
The Space Between,Dave Matthews Band,79,-,79,1,2001,5,19
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,97,-,97,1,2001,5,19
There You'll Be,Faith Hill,46,-,46,1,2001,5,26
More Than That,Backstreet Boys,68,-,68,1,2001,5,26
Wait A Minute,Ray J Featuring Lil' Kim,76,-,76,1,2001,5,26
Let's Get It,"Three The... G. Dep, P. Diddy & Black Rob",80,-,80,1,2001,5,26
Imitation Of Life,R.E.M.,83,-,83,1,2001,5,26
Austin,Blake Shelton,98,-,98,1,2001,5,26
Pop,'N Sync,29,-,29,1,2001,6,2
Music,Erick Sermon Featuring Marvin Gaye,60,-,60,1,2001,6,2
Where The Party At,Jagged Edge With Nelly,64,-,64,1,2001,6,2
When It's Over,Sugar Ray,76,-,76,1,2001,6,2
We Need A Resolution,Aaliyah Featuring Timbaland,78,-,78,1,2001,6,2
I Do!!,Toya,82,-,82,1,2001,6,2
Playas Gon' Play,3LW,91,-,91,1,2001,6,2
What I Really Meant To Say,Cyndi Thomson,98,-,98,1,2001,6,2
All Or Nothing,O-Town,60,-,60,1,2001,6,9
Bootylicious,Destiny's Child,66,-,66,1,2001,6,9
Fill Me In,Craig David,69,-,69,1,2001,6,9
Here's To The Night,Eve 6,74,-,74,1,2001,6,9
When I Think About Angels,Jamie O'Neal,81,-,81,1,2001,6,9
I Wanna Be Bad,Willa Ford,92,-,92,1,2001,6,9
U Remind Me,Usher,53,-,53,1,2001,6,16
Downtime,Jo Dee Messina,77,-,77,1,2001,6,16
Where The Blacktop Ends,Keith Urban,78,-,78,1,2001,6,16
I'm Just Talkin' About Tonight,Toby Keith,83,-,83,1,2001,6,16
She's All I Got,Jimmy Cozier,86,-,86,1,2001,6,16
Loaded,Ricky Martin,97,-,97,1,2001,6,16
Fallin',Alicia Keys,98,-,98,1,2001,6,16
Flavor Of The Weak,American Hi-Fi,69,-,69,1,2001,6,23
Someone To Call My Lover,Janet,76,-,76,1,2001,6,23
Loverboy,Mariah Carey Featuring Cameo,79,-,79,1,2001,6,23
Schism,Tool,81,-,81,1,2001,6,23
Purple Hills,D12,97,-,97,1,2001,6,23
While You Loved Me,Rascal Flatts,79,-,79,1,2001,6,30
Just In Case,Jaheim,82,-,82,1,2001,6,30
What It Is,Violator Featuring Busta Rhymes,85,-,85,1,2001,6,30
Midwest Swing,St. Lunatics,99,-,99,1,2001,6,30
I'm Real,Jennifer Lopez Featuring Ja Rule,66,-,66,1,2001,7,7
Laredo,Chris Cagle,83,-,83,1,2001,7,7
The Way,Jill Scott,84,-,84,1,2001,7,7
Contagious,The Isley Brothers Featuring Ronald Isley,68,-,68,1,2001,7,14
One Minute Man,Missy &quot;Misdemeanor&quot; Elliott,75,-,75,1,2001,7,14
Only Time,Enya,76,-,76,1,2001,7,14
Area Codes,Ludacris Featuring Nate Dogg,84,-,84,1,2001,7,14
Miss California,Dante Thomas Featuring Pras,98,-,98,1,2001,7,14
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,99,-,99,1,2001,7,14
Take You Out,Luther Vandross,38,-,38,1,2001,7,21
Only In America,Brooks & Dunn,77,-,77,1,2001,7,21
I'm A Believer,Smash Mouth,78,-,78,1,2001,7,21
Why They Call It Falling,Lee Ann Womack,81,-,81,1,2001,7,21
Sandstorm,Darude,92,-,92,1,2001,7,21
Can't Deny It,Fabolous Featuring Nate Dogg,98,-,98,1,2001,7,21
I'm A Thug,Trick Daddy,99,-,99,1,2001,7,21
Izzo (H.O.V.A.),JAY-Z,59,-,59,1,2001,7,28
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",70,-,70,1,2001,7,28
Be Like That,3 Doors Down,72,-,72,1,2001,7,28
Bad Day,Fuel,73,-,73,1,2001,7,28
The Rock Show,Blink-182,74,-,74,1,2001,7,28
Family Affair,Mary J. Blige,76,-,76,1,2001,7,28
Differences,Ginuwine,79,-,79,1,2001,7,28
On A Night Like This,Trick Pony,98,-,98,1,2001,7,28
Start The Commotion,The Wiseguys,63,-,63,1,2001,8,4
I Would've Loved You Anyway,Trisha Yearwood,81,-,81,1,2001,8,4
I'll Fly With You (L'amour Toujours),Gigi D'Agostino,95,-,95,1,2001,8,4
My Projects,Coo Coo Cal,98,-,98,1,2001,8,4
Castles In The Sky,Ian Van Dahl Featuring Marsha,99,-,99,1,2001,8,4
Set It Off,Juvenile,76,-,76,1,2001,8,11
Six-Pack Summer,Phil Vassar,78,-,78,1,2001,8,11
Crawling,Linkin Park,79,-,79,1,2001,8,11
Raise Up,Petey Pablo,98,-,98,1,2001,8,11
Because I Got High,Afroman,67,-,67,1,2001,8,18
Turn Off The Light,Nelly Furtado,69,-,69,1,2001,8,18
Angry All The Time,Tim McGraw,70,-,70,1,2001,8,18
Don't Mess With The Radio,Nivea,90,-,90,1,2001,8,18
Ghetto Girls,Lil Bow Wow,91,-,91,1,2001,8,18
Every Other Time,LFO,65,-,65,1,2001,8,25
Clint Eastwood,Gorillaz,73,-,73,1,2001,8,25
Feelin' On Yo Booty,R. Kelly,74,-,74,1,2001,8,25
Where I Come From,Alan Jackson,76,-,76,1,2001,8,25
Smooth Criminal,Alien Ant Farm,78,-,78,1,2001,8,25
Girl Next Door,Musiq Soulchild Featuring Ayana,93,-,93,1,2001,8,25
Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",94,-,94,1,2001,8,25
AM To PM,Christina Milian,99,-,99,1,2001,8,25
Everywhere,Michelle Branch,62,-,62,1,2001,9,1
Superman (It's Not Easy),Five For Fighting,69,-,69,1,2001,9,1
Fat Lip,Sum 41,75,-,75,1,2001,9,1
Livin' It Up,Ja Rule Featuring Case,78,-,78,1,2001,9,1
Ugly,Bubba Sparxxx,98,-,98,1,2001,9,1
You Rock My World,Michael Jackson,34,-,34,1,2001,9,8
Rock The Boat,Aaliyah,57,-,57,1,2001,9,8
Lifetime,Maxwell,72,-,72,1,2001,9,8
How You Remind Me,Nickelback,75,-,75,1,2001,9,8
So Complicated,Carolyn Dawn Johnson,77,-,77,1,2001,9,8
When God-Fearin' Women Get The Blues,Martina McBride,69,-,69,1,2001,9,15
Dance With Me,112,73,-,73,1,2001,9,15
Love Of My Life,Brian McKnight,74,-,74,1,2001,9,15
Love Of A Woman,Travis Tritt,76,-,76,1,2001,9,15
I'm A Survivor,Reba,81,-,81,1,2001,9,15
Gone,'N Sync,63,-,63,1,2001,9,22
Wish You Were Here,Incubus,77,-,77,1,2001,9,22
U Got It Bad,Usher,93,-,93,1,2001,9,22
What If,Babyface,98,-,98,1,2001,9,22
Shine,"Lil' Wayne Featuring Baby, Mack 10 & Mickey",99,-,99,1,2001,9,22
God Bless The USA,Lee Greenwood,16,-,16,1,2001,9,29
Hero,Enrique Iglesias,44,-,44,1,2001,9,29
The Star Spangled Banner,Whitney Houston,50,-,20,12,2001,9,29
Stuck In A Moment You Can't Get Out Of,U2,62,-,62,1,2001,9,29
Emotion,Destiny's Child,65,-,65,1,2001,9,29
What Am I Gonna Do,Tyrese,79,-,79,1,2001,9,29
John Doe,Public Announcement Featuring LeLe,95,-,95,1,2001,9,29
What's Going On,All Star Tribute,51,-,51,1,2001,10,6
You Gets No Love,Faith Evans,70,-,70,1,2001,10,6
Angels In Waiting,Tammy Cochran,79,-,79,1,2001,10,6
Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",94,-,94,1,2001,10,6
"Girls, Girls, Girls",JAY-Z,65,-,65,1,2001,10,13
Caramel,City High Featuring Eve,68,-,68,1,2001,10,13
I Wanna Talk About Me,Toby Keith,71,-,71,1,2001,10,13
Dig In,Lenny Kravitz,73,-,73,1,2001,10,13
Control,Puddle Of Mudd,75,-,75,1,2001,10,13
Who We Be,DMX,89,-,89,1,2001,10,13
"Lights, Camera, Action!",Mr. Cheeks,99,-,99,1,2001,10,13
Drowning,Backstreet Boys,54,-,54,1,2001,10,20
Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,66,-,66,1,2001,10,20
I'm A Slave 4 U,Britney Spears,68,-,68,1,2001,10,20
#1,Nelly,75,-,75,1,2001,10,20
Fade,Staind,76,-,76,1,2001,10,20
I'm Tryin',Trace Adkins,77,-,77,1,2001,10,20
Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,98,-,98,1,2001,10,20
My Sacrifice,Creed,50,-,50,1,2001,10,27
Get The Party Started,P!nk,69,-,69,1,2001,10,27
Run,George Strait,70,-,70,1,2001,10,27
Riding With Private Malone,David Ball,71,-,71,1,2001,10,27
"Whenever, Wherever",Shakira,74,-,74,1,2001,10,27
With Me,Lonestar,75,-,75,1,2001,10,27
Wrapped Up In You,Garth Brooks,77,-,77,1,2001,10,27
We Thuggin',Fat Joe Featuring R. Kelly,82,-,82,1,2001,10,27
Diddy,P. Diddy Featuring The Neptunes,87,-,87,1,2001,10,27
A Woman's Worth,Alicia Keys,90,-,90,1,2001,10,27
Alive,P.O.D.,76,-,76,1,2001,11,3
In The End,Linkin Park,78,-,78,1,2001,11,3
Fatty Girl,"Ludacris, LL Cool J & Keith Murray",99,-,99,1,2001,11,3
Wherever You Will Go,The Calling,71,-,71,1,2001,11,10
Brotha,Angie Stone,90,-,90,1,2001,11,10
Break Ya Neck,Busta Rhymes,92,-,92,1,2001,11,10
Roll Out (My Business),Ludacris,95,-,95,1,2001,11,10
From Her Mama (Mama Got A**),Juvenile,97,-,97,1,2001,11,10
Butterflies,Michael Jackson,60,-,60,1,2001,11,17
Standing Still,Jewel,71,-,71,1,2001,11,17
Goodbye,Jagged Edge,77,-,77,1,2001,11,17
Wrapped Around,Brad Paisley,79,-,79,1,2001,11,17
Always On Time,Ja Rule Featuring Ashanti,84,-,84,1,2001,11,17
Where Were You (When The World Stopped Turning),Alan Jackson,62,-,62,1,2001,11,24
Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",72,-,72,1,2001,11,24
Good Morning Beautiful,Steve Holy,70,-,70,1,2001,12,1
Don't You Forget It,Glenn Lewis,98,-,98,1,2001,12,1
Young'n (Holla Back),Fabolous,99,-,99,1,2001,12,1
7 Days,Craig David,61,-,61,1,2001,12,8
Hey Baby,No Doubt Featuring Bounty Killer,62,-,62,1,2001,12,8
Bring On The Rain,Jo Dee Messina With Tim McGraw,75,-,75,1,2001,12,8
Take Away,Missy &quot;Misdemeanor&quot; Elliott Featuring Ginuwine & Tweet,68,-,68,1,2001,12,15
Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,71,-,71,1,2001,12,15
No More Drama,Mary J. Blige,74,-,74,1,2001,12,15
Freedom,Paul McCartney,97,-,97,1,2001,12,15
Round And Round,Jonell & Method Man,98,-,98,1,2001,12,15
Got Ur Self A...,Nas,99,-,99,1,2001,12,15
The Whole World,OutKast Featuring Killer Mike,68,-,68,1,2001,12,22
Let's Stay Home Tonight,Joe,70,-,70,1,2001,12,22
Blurry,Puddle Of Mudd,72,-,72,1,2001,12,22
The Long Goodbye,Brooks & Dunn,75,-,75,1,2001,12,22
Part II,Method Man & Redman,85,-,85,1,2001,12,22
The World's Greatest,R. Kelly,59,-,59,1,2001,12,29
Ooohhhwee,Master P Featuring Weebie,63,-,63,1,2001,12,29
Welcome To Atlanta,Jermaine Dupri & Ludacris,70,-,70,1,2001,12,29
Ain't It Funny,Jennifer Lopez Featuring Ja Rule,74,-,74,1,2001,12,29
Never Too Far/Hero Medley,Mariah Carey,81,-,81,1,2001,12,29
God Bless America,Daniel Rodriguez,99,-,99,1,2001,12,29
Uh Huh,B2K,43,-,43,1,2002,1,5
Nothing In This World,KeKe Wyatt Featuring Avant,75,-,75,1,2002,1,5
Chop Suey,System Of A Down,76,-,76,1,2002,1,5
Defy You,The Offspring,77,-,77,1,2002,1,5
Wasting My Time,Default,78,-,78,1,2002,1,5
Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha,95,-,95,1,2002,1,5
The Cowboy In Me,Tim McGraw,65,-,65,1,2002,1,12
Blessed,Martina McBride,71,-,71,1,2002,1,12
Just Let Me Be In Love,Tracy Byrd,77,-,77,1,2002,1,12
Some Days You Gotta Dance,Dixie Chicks,71,-,71,1,2002,1,19
In Another World,Joe Diffie,72,-,72,1,2002,1,19
Runaway,NB Ridaz Featuring Angelina,98,-,98,1,2002,1,19
Burn,Mobb Deep Featuring Vita & Noyd,99,-,99,1,2002,1,19
What About Us?,Brandy,42,-,42,1,2002,1,26
Can't Get You Out Of My Head,Kylie Minogue,64,-,64,1,2002,1,26
Hey Luv (Anything),Mobb Deep Featuring 112,67,-,67,1,2002,1,26
Jigga,JAY-Z,71,-,71,1,2002,1,26
I Love You,Faith Evans,77,-,77,1,2002,1,26
Hush Lil' Lady,Corey Featuring Lil' Romeo,96,-,96,1,2002,1,26
Hands Clean,Alanis Morissette,65,-,65,1,2002,2,2
More Than A Woman,Aaliyah,71,-,71,1,2002,2,2
I'm Movin' On,Rascal Flatts,77,-,77,1,2002,2,2
My Sweet Lord,George Harrison,94,-,94,1,2002,2,2
I Miss You,DMX Featuring Faith Evans,96,-,96,1,2002,2,2
That's Just Jessie,Kevin Denney,98,-,98,1,2002,2,2
Oops (Oh My),Tweet,54,-,54,1,2002,2,9
U Don't Have To Call,Usher,65,-,65,1,2002,2,9
Girlfriend,'N Sync Featuring Nelly,70,-,70,1,2002,2,9
Young,Kenny Chesney,72,-,72,1,2002,2,9
Youth Of The Nation,P.O.D.,74,-,74,1,2002,2,9
"I Breathe In, I Breathe Out",Chris Cagle,78,-,78,1,2002,2,9
Any Other Night,Sharissa,99,-,99,1,2002,2,9
What's Luv?,Fat Joe Featuring Ashanti,68,-,68,1,2002,2,16
My List,Toby Keith,77,-,77,1,2002,2,16
Foolish,Ashanti,78,-,78,1,2002,2,16
Never,Amanda Perez,94,-,94,1,2002,2,16
Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,95,-,95,1,2002,2,16
Rapture (Tastes So Sweet),iio,96,-,96,1,2002,2,16
All You Wanted,Michelle Branch,67,-,67,1,2002,2,23
Escape,Enrique Iglesias,70,-,70,1,2002,2,23
Roc The Mic,Beanie Sigel & Freeway,73,-,73,1,2002,2,23
Anything,Jaheim Featuring Next,75,-,75,1,2002,2,23
What If She's An Angel,Tommy Shane Steiner,76,-,76,1,2002,2,23
That's When I Love You,Phil Vassar,77,-,77,1,2002,2,23
Wrong Impression,Natalie Imbruglia,64,-,64,1,2002,3,2
A New Day Has Come,Celine Dion,73,-,73,1,2002,3,2
For You,Staind,75,-,75,1,2002,3,2
Crawling In The Dark,Hoobastank,77,-,77,1,2002,3,2
A Thousand Miles,Vanessa Carlton,80,-,80,1,2002,3,2
Insatiable,Darren Hayes,81,-,81,1,2002,3,2
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,85,-,85,1,2002,3,2
Don't Let Me Get Me,P!nk,60,-,60,1,2002,3,9
It's Goin' Down,X-Ecutioners,93,-,93,1,2002,3,9
Awnaw,Nappy Roots,97,-,97,1,2002,3,9
Knoc,Knoc-Turn'Al With Dr. Dre & Missy &quot;Misdemeanor&quot; Elliott,98,-,98,1,2002,3,9
Underneath Your Clothes,Shakira,70,-,70,1,2002,3,16
The Middle,Jimmy Eat World,71,-,71,1,2002,3,16
I Need A Girl (Part One),P. Diddy Featuring Usher & Loon,74,-,74,1,2002,3,16
This Woman's Work,Maxwell,75,-,75,1,2002,3,16
Drive (For Daddy Gene),Alan Jackson,78,-,78,1,2002,3,16
Too Bad,Nickelback,79,-,79,1,2002,3,16
I Should Be Sleeping,Emerson Drive,84,-,84,1,2002,3,16
No Matta What (Party All Night),Toya,97,-,97,1,2002,3,16
Here Is Gone,Goo Goo Dolls,63,-,63,1,2002,3,23
Makin' Good Love,Avant,74,-,74,1,2002,3,23
halfcrazy,Musiq,81,-,81,1,2002,3,23
Wish I Didn't Miss You,Angie Stone,92,-,92,1,2002,3,23
Give It To Her,Tanto Metro & Devonte,96,-,96,1,2002,3,23
Rainy Dayz,Mary J. Blige Featuring Ja Rule,62,-,62,1,2002,3,30
Modern Day Bonnie And Clyde,Travis Tritt,73,-,73,1,2002,3,30
Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,93,-,93,1,2002,3,30
Take You Home With Me a.k.a. Body,R. Kelly & Jay-Z,94,-,94,1,2002,3,30
Feel The Girl,Ms. Jade,98,-,98,1,2002,3,30
I Don't Have To Be Me ('til Monday),Steve Azar,73,-,73,1,2002,4,6
How Come You Don't Call Me,Alicia Keys,74,-,74,1,2002,4,6
Living And Living Well,George Strait,75,-,75,1,2002,4,6
Song For The Lonely,Cher,85,-,85,1,2002,4,6
Closet Freak,Cee-Lo,99,-,99,1,2002,4,6
Soak Up The Sun,Sheryl Crow,73,-,73,1,2002,4,13
Take Ya Home,Lil Bow Wow,75,-,75,1,2002,4,13
Down A** Chick,Ja Rule Featuring Charli &quot;Chuck&quot; Baltimore,98,-,98,1,2002,4,13
Still Fly,Big Tymers,99,-,99,1,2002,4,13
Hella Good,No Doubt,63,-,63,1,2002,4,20
Addictive,Truth Hurts Featuring Rakim,71,-,71,1,2002,4,20
Oh Boy,Cam'Ron Featuring Juelz Santana,77,-,77,1,2002,4,20
One Mic,Nas,79,-,79,1,2002,4,20
Tell Me What's It Gonna Be,Brian McKnight Featuring Jermaine Dupri,97,-,97,1,2002,4,20
I'm Gonna Be Alright,Jennifer Lopez Featuring Nas,69,-,69,1,2002,4,27
Gots Ta Be,B2K,73,-,73,1,2002,4,27
You Know That I Love You,Donell Jones,83,-,83,1,2002,4,27
Overprotected,Britney Spears,93,-,93,1,2002,4,27
Take A Message,Remy Shand,94,-,94,1,2002,4,27
Be Here,Raphael Saadiq Featuring D'Angelo,99,-,99,1,2002,4,27
Hot In Herre,Nelly,49,-,49,1,2002,5,4
I'm Gonna Miss Her (The Fishin' Song),Brad Paisley,66,-,66,1,2002,5,4
Full Moon,Brandy,68,-,68,1,2002,5,4
Say I Yi Yi,Ying Yang Twins,74,-,74,1,2002,5,4
Toxicity,System Of A Down,76,-,76,1,2002,5,4
Don't Say Goodbye,Paulina Rubio,85,-,85,1,2002,5,4
Gimme The Light,Sean Paul,97,-,97,1,2002,5,4
I Told Y'all,Petey Pablo,98,-,98,1,2002,5,4
Without Me,Eminem,44,-,44,1,2002,5,11
Someone To Love You,Ruff Endz,69,-,69,1,2002,5,11
I Don't Want You To Go,Carolyn Dawn Johnson,71,-,71,1,2002,5,11
Not A Day Goes By,Lonestar,72,-,72,1,2002,5,11
What If A Woman,Joe,76,-,76,1,2002,5,11
Days Go By,Dirty Vegas,84,-,84,1,2002,5,11
Hero,Chad Kroeger Featuring Josey Scott,69,-,69,1,2002,5,18
The One,Gary Allan,70,-,70,1,2002,5,18
Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel,85,-,85,1,2002,5,18
Whoa Now,B Rich,98,-,98,1,2002,5,18
Walking Away,Craig David,62,-,62,1,2002,5,25
Here To Stay,Korn,72,-,72,1,2002,5,25
Quitame Ese Hombre,Pilar Montenegro,74,-,74,1,2002,5,25
My Heart Is Lost To You,Brooks & Dunn,75,-,75,1,2002,5,25
Drift & Die,Puddle Of Mudd,76,-,76,1,2002,5,25
Nothin',N.O.R.E.,81,-,81,1,2002,5,25
"My Neck, My Back",Khia Featuring DSD,83,-,83,1,2002,5,25
Just A Friend 2002,Mario,88,-,88,1,2002,5,25
Sugarhigh,Jade Anderson,96,-,96,1,2002,5,25
Grindin',Clipse,98,-,98,1,2002,5,25
No Such Thing,John Mayer,65,-,65,1,2002,6,1
Call Me,Tweet,67,-,67,1,2002,6,1
Complicated,Avril Lavigne,68,-,68,1,2002,6,1
When You Lie Next To Me,Kellie Coffey,73,-,73,1,2002,6,1
Happy,Ashanti,77,-,77,1,2002,6,1
Heaven,DJ Sammy & Yanou Featuring Do,93,-,93,1,2002,6,1
The Impossible,Joe Nichols,95,-,95,1,2002,6,1
I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",55,-,55,1,2002,6,8
The Good Stuff,Kenny Chesney,70,-,70,1,2002,6,8
Why Don't We Fall In Love,Amerie,71,-,71,1,2002,6,8
One Last Breath,Creed,72,-,72,1,2002,6,8
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,73,-,73,1,2002,6,8
Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,88,-,88,1,2002,6,8
Day + Night,Isyss Featuring Jadakiss,99,-,99,1,2002,6,8
By The Way,Red Hot Chili Peppers,55,-,55,1,2002,6,15
I Miss My Friend,Darryl Worley,73,-,73,1,2002,6,15
Where Are You Going,Dave Matthews Band,76,-,76,1,2002,6,15
Long Time Gone,Dixie Chicks,67,-,67,1,2002,6,22
Down 4 U,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",74,-,74,1,2002,6,22
