year,title,artist,peak_pos,last_pos,weeks,rank,change,spotify_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2012,A Thousand Years,christina perri,31,46,26,46,0,1QUpqu8865jfasDr8M3IKN,0.407,0.11,139.028,0.0267,0.309,0.000961,3,0.421,10,285120,-7.445,0.161,1
2015,A Thousand Years,sawyer fredericks,94,0,1,94,New,1xbtFabmTCcxN0gozYj2AZ,0.407,0.0933,148.029,0.0282,0.345,0,3,0.435,5,169837,-6.249,0.362,1
2012,A Thousand Years (Part 2),christina perri,53,53,3,98,-45,7hn8Q8WAxFdL4aZ159GI7C,0.281,0.111,138.856,0.0307,0.618,0,3,0.272,10,305893,-8.131,0.152,1
2012,A Woman Like You,lee brice,33,45,20,52,-7,7BNUQvCiMhY1nbvN01fmUL,0.584,0.0862,160.048,0.0305,0.245,0,4,0.592,7,209787,-7.422,0.371,1
2007,A Woman's Love,alan jackson,73,82,12,90,-8,5sQbHxvOSDHbyLf6JrZjxC,0.555,0.14,139.404,0.0316,0.506,0.0527,4,0.592,4,253640,-8.868,0.39,1
2002,A Woman's Worth,alicia keys,7,20,20,30,-10,1NRorokmYEtr1koWybvaE4,0.41,0.064,75.069,0.138,0.331,0,4,0.667,4,303333,-8.323,0.493,0
2011,A Year Without Rain,selena gomez,35,75,8,77,-2,1hg36SXhZFx5jl0otL9mUS,0.806,0.113,119.958,0.0454,0.0152,2.42E-05,4,0.622,2,234347,-5.324,0.47,0
2003,A.D.I.D.A.S.,killer mike,60,92,9,100,-8,4Ol9JFw2Icl79oTqH1sG4t,0.838,0.488,93.031,0.227,0.00793,1.11E-06,4,0.927,10,211400,-2.741,0.69,0
2015,A.M.,one direction,94,0,1,94,New,5omYVLodGmaxnhua99xIE8,0.527,0.0963,141.839,0.0309,0.227,0,4,0.586,3,209040,-4.905,0.506,1
2000,Aaron's Party (Come Get It),aaron carter,35,92,15,100,-8,7sruBwHu4S0DIo8RXKxsAY,0.904,0.0803,110.029,0.0674,0.00836,0.00104,4,0.787,8,193200,-4.483,0.954,1
2011,ABC,glee cast,88,0,1,88,New,73o83gUyd4hdmGdYNYcTJp,0.948,0.353,99.009,0.0781,0.16,0,4,0.753,1,174000,-2.901,0.771,0
2015,About The Money,t.i.,42,50,20,56,-6,1hzJQIkgXwZevaKsc7iA6D,0.721,0.0886,101.997,0.265,0.0487,0,4,0.81,9,270120,-4.964,0.552,0
2006,About Us,brooke hogan,33,58,17,80,-22,6sDlDyjqLnvcvAYazJdkBW,0.803,0.302,83.338,0.265,0.212,0,4,0.803,9,203347,-3.894,0.698,1
2015,About You,trey songz,83,90,3,83,7,2ssYQKMqVUkoQgi02PmDPB,0.564,0.26,204.002,0.0837,0.0959,0,4,0.582,0,196900,-4.066,0.718,0
2009,About You Now,miranda cosgrove,47,84,4,90,-6,3oRMeMMJ1xUhBBpy2iGE2g,0.868,0.602,164.98,0.13,0.00558,0,4,0.489,6,190560,-3.8,0.658,1
2009,Absolute,the fray,70,0,1,70,Hot Shot Debut,6sSDEFMeyf16WRDLRCXwTc,0.836,0.293,140.515,0.0371,0.0316,0,4,0.413,3,227080,-5.593,0.503,1
2000,Absolutely (Story Of A Girl),nine days,6,41,27,48,-7,3mNecsYFb6LQg7822DPXCP,0.94,0.0939,96.493,0.066,0.000891,0,4,0.481,7,189333,-5.204,0.66,1
2013,Acapella,karmin,72,82,8,93,-11,0FhhskIAZ5JiNBh2sP7Aza,0.627,0.118,169.946,0.156,0.136,0,4,0.666,2,198227,-4.922,0.395,1
2013,Accidental Racist,brad paisley,77,0,1,77,New,23q6Nowh5GeqtY5jTDzKyQ,0.602,0.129,139.954,0.0393,0.507,0,4,0.608,7,351173,-6.346,0.393,1
2004,Accidentally In Love,counting crows,39,77,20,82,-5,4ccM2xBxicGigjLqt6A0YY,0.922,0.0855,137.977,0.0381,0.0714,2.12E-06,4,0.557,7,188613,-3.642,0.791,1
2010,According To You,orianthi,17,41,21,48,-7,72phhQtfwZcRweweRxxkmU,0.922,0.0965,130.972,0.0558,0.0221,2.04E-05,4,0.607,5,200347,-2.526,0.577,1
2014,Achy Breaky 2,buck 22,80,0,1,80,New,37FK7UA8BqmCllCfFabkLE,0.726,0.0603,74.009,0.286,0.312,0,4,0.654,9,152221,-8.354,0.94,1
2016,Acquainted,the weeknd,60,75,18,92,-17,7t5m6zRwIEBxmPt8lNoPPi,0.481,0.0765,105.36,0.0567,0.464,0,4,0.38,7,348853,-9.874,0.237,0
2005,Across The Universe,various artists,22,0,1,22,Hot Shot Debut,3PFn1unLOqLcCm8sWYo04G,0.176,0.148,85.068,0.0327,0.857,4.69E-06,4,0.261,7,219360,-15.355,0.489,1
2003,Act A Fool,ludacris,32,81,11,100,-19,2v8PIeqk77XDChWADBK0KG,0.904,0.233,110.482,0.332,0.264,0,5,0.574,9,270733,-2.398,0.741,1
2013,Act Right,yo gotti,100,0,1,100,New,5mssvkX1kJD61BmDotmDaC,0.614,0.0657,98.011,0.136,0.126,0,4,0.885,8,250067,-6.731,0.587,1
2009,Addicted,saving abel,20,40,34,48,-8,3pxCXv0NACYfYnLjFcQW5D,0.865,0.0982,138.017,0.0338,0.000821,0,4,0.512,7,222827,-4.146,0.529,1
2003,Addicted,simple plan,45,83,19,88,-5,38z6jaLE0F13dxv28n3wlq,0.751,0.158,139.51,0.0435,0.000491,2.22E-06,3,0.522,1,232067,-5.46,0.605,1
2002,Addictive,truth hurts,9,42,20,52,-10,36jSIOSE72neBbKntCthqw,0.669,0.22,99.272,0.169,0.0994,0.000352,4,0.707,11,226147,-6.513,0.327,0
2015,Adore,cashmere cat,93,0,1,93,New,3gR9QL5O6D84caWGvqHJCX,0.622,0.118,138.461,0.0525,0.0798,1.41E-05,4,0.332,5,216000,-5.582,0.23,0
2014,Adore You,miley cyrus,21,89,18,92,-3,5AnCLGg35ziFOloEnXK4uu,0.655,0.113,119.759,0.0315,0.111,3.57E-06,4,0.583,0,278747,-5.407,0.201,1
2013,Adorn,miguel,17,41,33,46,-5,3trS6e40JCVUOpPVt5OdHj,0.576,0.187,179.063,0.175,0.0543,4.07E-05,4,0.625,11,193147,-5.693,0.235,0
2014,Adrenalina,wisin,94,0,1,94,New,6IeOjDTDvPs3Yd0JI6HZKS,0.943,0.0981,124.939,0.14,0.0789,0,4,0.676,5,235920,-2.789,0.771,1
2016,Adventure Of A Lifetime,coldplay,13,65,20,76,-11,4MFCXniy7I8tj0GXtf3wgC,0.924,0.149,111.995,0.0359,0.00205,0.000173,4,0.638,7,263787,-3.887,0.529,1
2002,Aerials,system of a down,55,89,20,90,-1,4e9eGQYsOiBcftrWXwsVco,0.922,0.0696,79.342,0.0566,0.000918,0.035,4,0.364,0,235053,-4.217,0.227,0
2014,Afire Love,ed sheeran,37,0,1,37,New,7KHRC7UY2QpAe7sQBNMJBE,0.637,0.136,97.97,0.0445,0.464,1.63E-05,4,0.552,5,314280,-6.568,0.333,1
2011,Afraid To Sleep,vicci martinez,78,0,1,78,New,0aAiSQEVaSSHrwaLvdmL71,0.824,0.199,119.968,0.0337,0.0363,0,4,0.609,11,200773,-4.03,0.453,0
2018,Africa,Weezer,89,0,1,89,New,36Pim2ANczp82lCWIb8GHy,0.77,0.104,92.223,0.0432,0.238,0.00636,4,0.5,8,238148,-5.059,0.633,1
2011,After Midnight,blink-182,88,0,1,88,New,1oRXq9KvTvZQ0yXvO6OBXE,0.868,0.0164,167.988,0.0485,0.00904,1.13E-05,4,0.541,9,206133,-5.028,0.903,1
2001,After Party,koffee brown,44,88,20,94,-6,5cvMzT7kEvcxcdtcJz1vQY,0.552,0.0224,105.481,0.0503,0.0492,1.70E-06,4,0.802,5,214560,-4.796,0.601,0
2005,Again,faith evans,47,80,14,90,-10,0tHzU6WwAy8QZPlPyqVNc2,0.77,0.41,173.787,0.265,0.0189,0,4,0.502,6,198787,-6.046,0.359,0
2016,Again,fetty wap,33,46,26,50,-4,4DHmHECcCKVLRcGNrbRi7P,0.733,0.329,93.019,0.072,0.0062,0,4,0.748,11,312240,-4.421,0.291,0
2001,Again,lenny kravitz,4,35,32,47,-12,16gvJsVyauI16RqmOrwJJk,0.82,0.161,79.155,0.0296,0.0186,4.91E-05,4,0.554,2,228933,-5.035,0.755,1
2006,Again And Again,jewel,80,80,2,89,-9,5sQsW7TqBrwUVEBSnyg64Y,0.792,0.105,132.998,0.0298,0.182,3.60E-06,4,0.522,0,236173,-3.795,0.289,1
2012,Ai Se Eu Te Pego,michel telo,81,98,12,96,2,0oNoy8jgsBQEw0xRTqKxj9,0.936,0.793,96.038,0.065,0.363,0,4,0.67,11,165864,-4.384,0.882,1
2010,Ain't Back Yet,kenny chesney,50,75,13,85,-10,5jjoS9t9LgIsSGbVrtoKR7,0.944,0.436,106.958,0.0427,0.0308,0.00256,4,0.602,10,239813,-4.238,0.797,1
2009,Ain't I,yung l.a.,47,96,19,97,-1,6cnufgF6qLJGZT2PRFZBr1,0.826,0.0926,77.504,0.116,0.141,0,4,0.665,11,252093,-3.126,0.541,1
2014,Ain't It Fun,paramore,10,41,24,49,-8,1j8z4TTjJ1YOdoFEDwJTQa,0.893,0.021,104.031,0.0921,0.154,4.41E-05,4,0.61,9,296520,-3.681,0.673,1
2002,Ain't It Funny,jennifer lopez,1,35,27,43,-8,3B3nsrgVpBiidfl7wvTEWD,0.741,0.0777,89.398,0.154,0.379,0,4,0.775,10,231040,-2.809,0.792,0
2010,Ain't Leavin Without You,jaheim,93,0,4,98,Re-Entry,7nkIQ02m4KItFfDfWrEApi,0.754,0.265,98.929,0.247,0.151,0,4,0.741,10,200613,-5.899,0.819,0
2016,Ain't My Fault,zara larsson,76,79,7,76,3,4nA0biSjtvOL41Hd9MBXqR,0.782,0.285,141.153,0.0296,0.00778,0,4,0.576,6,224031,-4.825,0.355,0
2006,Ain't No Other Man,christina aguilera,6,39,20,53,-14,7huo2wvrCgRucUsjdSDLQV,0.742,0.103,127.91,0.222,0.00376,0.00855,4,0.862,7,228907,-4.722,0.511,1
2009,Ain't No Rest For The Wicked,cage the elephant,83,90,11,89,1,5c5a2Ptu8eyIpljhQHjIqk,0.914,0.601,156.014,0.111,0.0597,0,4,0.635,0,175493,-5.631,0.922,1
2016,Ain't No Stopping Us Now,kane brown,88,0,1,88,New,65fBvn1CH4WS8gBnOuH640,0.883,0.11,75.992,0.0338,0.000181,0,4,0.494,10,182480,-5.774,0.464,1
2009,Ain't No Sunshine,kris allen,37,37,2,94,-57,2fSsECYZZYs6CnmF7y7rL2,0.372,0.293,124.469,0.043,0.86,0,4,0.425,11,118556,-8.324,0.391,0
2001,Ain't Nothing 'Bout You,brooks,25,48,20,57,-9,6CkydK3NOAMScIhViRzXoB,0.887,0.49,202.354,0.0565,0.144,1.35E-06,4,0.326,9,199274,-4.199,0.706,0
2013,Ain't Worried About Nothin,french montana,63,84,13,98,-14,0UAmPUdpTRq8w54B3H8TzY,0.907,0.0913,127.972,0.113,0.0249,0,4,0.69,1,212427,-2.237,0.691,1
2015,Ain't Worth The Whiskey,cole swindell,43,86,19,90,-4,1hb6wUcWcjJswYPaTXJgxw,0.738,0.119,153.712,0.0309,0.042,0,4,0.432,2,191907,-3.91,0.503,1
2016,Ain't Your Mama,jennifer lopez,76,0,2,76,Re-Entry,2hgzdQdnfWwtdpZbhZlV72,0.678,0.0654,120.075,0.233,0.0472,9.14E-06,4,0.757,8,218235,-5.529,0.82,0
2003,Air Force Ones,nelly,3,31,20,41,-10,7kAFSrTIOiVZ0gnHBuAH3l,0.474,0.089,164.123,0.316,0.087,0,4,0.777,4,304000,-10.211,0.63,0
2010,Airplanes,b.o.b,2,39,30,47,-8,6lV2MSQmRIkycDScNtrBXO,0.867,0.0368,93.033,0.116,0.11,0,4,0.66,6,180480,-4.285,0.377,0
2005,Alcohol,brad paisley,28,83,18,91,-8,5wKaxpvqXq95IaoAVPLgoi,0.754,0.208,141.671,0.0302,0.373,3.02E-05,3,0.552,11,290933,-5.888,0.595,1
2010,Alejandro,lady gaga,5,44,23,46,-2,3u2ozXPEYxdGBnTdIax1AJ,0.888,0.331,127.05,0.0847,0.00364,0.000459,4,0.689,11,348853,-5.208,0.685,0
2010,Alice,avril lavigne,71,71,3,95,-24,6sdkKvEQxrgRMqCkgZUbfx,0.771,0.168,119.002,0.0723,0.0554,0.000862,4,0.525,0,214160,-5.2,0.151,1
2013,Alive,krewella,32,82,20,89,-7,2SHnUyZq0zwmvRIl4WY77G,0.822,0.234,128.002,0.0557,0.00413,0.00318,4,0.663,9,290760,-2.909,0.567,1
2002,Alive,p.o.d.,41,82,20,87,-5,1X4Ntw6Lbaa1ACgilCqMpr,0.95,0.314,80.912,0.0768,1.21E-05,0.000214,4,0.421,10,205027,-3.985,0.553,1
2016,Alive,sia,56,0,3,99,Re-Entry,05cXQMJcrM9msUYu11mOrs,0.752,0.102,98.88,0.056,0.289,0.000101,4,0.32,6,263893,-4.91,0.392,0
2015,All About It,hoodie allen,71,76,4,71,5,358NczqtEEgwL6CCsowgmz,0.87,0.102,89.997,0.0815,0.013,0,4,0.734,1,205733,-5.335,0.861,0
2015,All About That Bass,meghan trainor,1,47,47,49,-2,5jE48hhRu8E6zBDPRSkEq7,0.887,0.124,134.052,0.0503,0.0573,2.87E-06,4,0.807,9,187920,-3.726,0.961,1
2010,All About Tonight,blake shelton,37,92,19,98,-6,5cQIrML7iJEUsOCNsHqWlB,0.943,0.504,118.06,0.0408,0.0159,0,4,0.674,0,205613,-3.413,0.856,1
2008,All Around Me,flyleaf,40,64,20,72,-8,7k9iVpyeR5ybSPSkvmAP6K,0.884,0.0802,146.922,0.0483,0.0338,0,4,0.479,9,198467,-4.762,0.452,1
2013,All Around The World,justin bieber,22,65,9,97,-32,1Mg8vLBYwizu7AuhYQO64V,0.827,0.155,128.001,0.208,0.0286,3.24E-06,4,0.691,3,244547,-3.893,0.759,0
2013,All Bad,justin bieber,50,0,1,50,New,2ZdENURnPr8ZkOetmD2I0A,0.424,0.22,96.483,0.0263,0.0219,0.00172,4,0.693,9,182747,-8.34,0.326,1
2005,All Because Of You,marques houston,69,91,10,86,5,7g52qjkEfZTz8E85KaVdSz,0.879,0.656,169.893,0.123,0.00824,0,4,0.459,1,212027,-6.221,0.665,0
2011,All By Myself,glee cast,87,0,1,87,New,37JZpX7LIxgUoOLU2umng2,0.4,0.129,116.869,0.0287,0.163,0.00327,3,0.329,11,247307,-7.465,0.0435,0
2017,All Da Smoke,future,77,0,1,77,New,1wWRtPIKD7ZNvtsrzLyTev,0.583,0.149,147,0.341,0.0265,1.33E-05,4,0.893,0,204960,-6.862,0.115,1
2015,All Day,kanye west,15,91,15,93,-2,1YD3Dg7Olipi5FGVDLHWAu,0.651,0.211,122.985,0.111,0.0739,0,4,0.861,9,310907,-4.718,0.421,0
2015,All Eyes On You,meek mill,21,45,20,57,-12,0hy1SOTEn9ifXTzOwnCwEr,0.658,0.118,77.521,0.203,0.0242,0,4,0.589,11,223973,-5.288,0.251,0
2016,All Eyez,the game,79,87,5,93,-6,6sBrsM5A2PWMPk2BusPTtV,0.654,0.0964,102.013,0.179,0.0568,0,4,0.492,0,215297,-6.694,0.361,1
2002,All Eyez On Me,monica,69,82,7,92,-10,2Y1dF2VdXuhl2gp0vVYtI2,0.729,0.0448,108.99,0.0416,0.0333,7.60E-05,4,0.763,7,238827,-4.677,0.859,1
2004,All Falls Down,kanye west,7,54,20,49,5,2cYZpcIV39X48RnOFM7w2V,0.717,0.152,90.893,0.506,0.184,0,4,0.643,8,223507,-4.876,0.46,0
2007,All For One,high school musical 2 cast,92,92,2,98,-6,5SWfocxhAkjf3eg4lrv8vZ,0.982,0.634,150.054,0.126,0.151,0,4,0.679,5,253787,-3.207,0.837,1
2001,All For You,janet,1,43,22,49,-6,0UdqZQEbRWTkNXlh5kl2L8,0.925,0.104,113.528,0.0867,0.0178,0.125,3,0.752,2,330027,-3.288,0.692,1
2018,All Girls Are The Same,Juice WRLD,41,49,5,41,8,0XySogm94T51XF5F2jumXm,0.529,0.0856,161.989,0.307,0.0769,0.000335,4,0.671,0,165820,-7.226,0.203,1
2013,All Gold Everything,trinidad james,36,81,20,86,-5,3HNeVfTdtMy3l8qEe1MYNn,0.77,0.0846,99.882,0.354,0.078,0,4,0.54,7,187847,-7.748,0.633,1
2007,All Good Things (Come To An End),nelly furtado,86,86,4,97,-11,5jdX88klIpgftq5dVjxYkJ,0.653,0.117,100.884,0.0414,0.267,1.56E-05,4,0.657,9,309627,-7.629,0.373,0
2001,All Good?,de la soul,96,96,3,100,-4,4irrJKkpKhdXCMluqFUraF,0.957,0.0825,193.216,0.219,0.000213,0,4,0.477,10,252029,-5.714,0.57,0
2016,All I Ask,adele,77,0,1,77,New,3HjH4PE5jhdtyb2UHNP2QI,0.213,0.127,72.899,0.0392,0.876,4.17E-06,5,0.276,3,282619,-12.122,0.12,0
2009,All I Ask For Anymore,trace adkins,95,99,2,95,4,5ibdbHuXR3JAZj9KXgakr9,0.443,0.0902,129.786,0.029,0.133,1.98E-05,4,0.49,2,237213,-6.493,0.279,1
2010,All I Do Is Win,dj khaled,24,30,24,44,-14,0RIHDrcRAXtUlnkvTYPW1a,0.779,0.333,150.069,0.211,0.0135,0,4,0.55,0,230281,-3.841,0.315,1
2008,All I Ever Wanted,chuck wicks,86,86,4,98,-12,6RKrORavcsGPPrkRzkU14H,0.773,0.0829,94.053,0.0281,0.0268,0,4,0.538,11,207333,-4.659,0.611,1
2010,All I Ever Wanted,kelly clarkson,96,98,6,100,-2,31wPF6zccO0cINHfUS7wWb,0.866,0.227,100.007,0.0443,0.0103,0,4,0.633,11,239107,-3.633,0.696,1
2003,All I Have,jennifer lopez,1,31,21,49,-18,3kgutGd839IOYRl6ekeq6V,0.668,0.141,83.074,0.106,0.265,0,4,0.699,1,254467,-5.305,0.472,1
2016,All I Know,the weeknd,46,46,2,83,-37,0NWqNXBJTpXbkI5rPWNy3p,0.423,0.095,120.029,0.0657,0.446,0.000151,4,0.64,8,321027,-10.567,0.18,0
2003,All I Need,fat joe,86,86,8,94,-8,2ohHVfGDGcawWjx2KwP8dF,0.915,0.215,170.677,0.238,0.00928,0,4,0.52,6,278627,-2.743,0.583,1
2000,All I Want For Christmas Is You,mariah carey,9,9,24,13,-4,0bYg9bo50gSsH3LtXe2SQn,0.625,0.0708,150.277,0.0386,0.164,0,4,0.335,7,241107,-7.462,0.346,1
2011,All I Want For Christmas Is You,michael buble,99,0,1,99,New,0xPaZrF25ltzvz1a2Pm5DQ,0.465,0.101,141.796,0.0274,0.42,0,4,0.503,8,171827,-8.077,0.143,0
2011,All I Want For Christmas Is You (SuperFestive!),justin bieber,86,0,1,86,New,7LRmY1B3Z2N5gXHXFJ5n2a,0.903,0.372,149.942,0.0617,0.337,0,4,0.575,9,240333,-5.241,0.482,0
2011,All I Want Is You,miguel,58,79,14,89,-10,5VA4Ispp52EA1sOqzMz3Av,0.603,0.111,96.888,0.0343,0.0728,6.25E-05,4,0.776,5,295920,-5.696,0.921,1
2008,All I Want To Do,sugarland,18,79,16,83,-4,1mJ05BN0So26a14iib85aI,0.71,0.154,97.031,0.0675,0.245,1.69E-05,4,0.705,9,213360,-4.894,0.735,1
2016,All In My Head (Flex),fifth harmony,24,88,18,89,-1,7nD9nN3jord9wWcfW3Gkcm,0.791,0.0526,95.04,0.053,0.023,0,4,0.689,0,210573,-5.194,0.755,0
2005,All Jacked Up,gretchen wilson,42,71,11,98,-27,59yiQswZm3LzC7eIGCyk5x,0.916,0.258,188.849,0.143,0.195,0,4,0.396,0,211627,-4.256,0.769,1
2013,All Kinds Of Kinds,miranda lambert,89,93,5,89,4,15xELnJUifdMpkAcJC9T8g,0.741,0.132,157.166,0.0325,0.12,1.34E-06,3,0.392,0,266947,-4.01,0.461,1
2014,All Me,drake,20,53,20,54,-1,5ngydCLbzCEdtu8SEOXhPU,0.511,0.181,122.029,0.395,0.0689,0,4,0.669,1,271573,-6.943,0.429,1
2018,All Mine,Kanye West,11,11,2,31,-20,3qnoOm4fwZPBS116f5hpgF,0.308,0.0933,122.099,0.338,0.125,0,4,0.925,11,145507,-6.562,0.265,0
2007,All My Friends Say,luke bryan,59,95,13,95,0,539dFCMA8lfEElDPgGpcIB,0.9,0.177,117.036,0.0333,0.0439,0,4,0.683,9,242800,-4.422,0.962,1
2003,All My Life,foo fighters,43,81,20,82,-1,2HbVINmehEbPmjlcueXEJJ,0.599,0.492,167.778,0.0508,0.000214,0.000871,4,0.585,5,263560,-5.704,0.667,1
2016,All Night,beyonce,38,38,2,64,-26,4pr0M3gzBlbKQLKJHeM3g8,0.67,0.0782,135.974,0.0609,0.186,1.02E-05,4,0.582,11,289400,-5.043,0.45,1
2014,All Of Me,john legend,1,36,59,43,-7,3U4isOIWM3VvDubwSI3y7a,0.264,0.132,119.93,0.0322,0.922,0,4,0.422,8,269560,-7.064,0.331,1
2011,All Of The Lights,kanye west,18,38,25,47,-9,22L7bfCiAkJo5xGSQgmiIO,0.794,0.19,142.156,0.0533,0.0724,2.15E-05,4,0.558,1,299613,-3.234,0.297,1
2017,All On Me,Devin Dawson,52,75,20,93,-18,2mfahQ0EaaZWq4cFNg6A1o,0.668,0.216,80.989,0.0291,0.14,0,4,0.634,5,224627,-5.488,0.635,1
2001,All Or Nothing,o-town,3,46,20,48,-2,0WdaRmHBMhUoLPqHLdb9yg,0.453,0.284,126.872,0.0281,0.262,0,4,0.641,0,248867,-4.98,0.216,1
2010,All Or Nothing,theory of a deadman,99,0,1,99,New,39f2Hv4h7zoiLDXuiQYZw0,0.802,0.0745,152.111,0.0319,0.0319,0,4,0.416,10,210560,-4.44,0.33,0
2010,All Over Me,josh turner,59,73,18,91,-18,1s8DkdE3uOWrGU7vonKrbK,0.763,0.178,84.881,0.0353,0.442,0.00634,4,0.621,1,199493,-7.283,0.879,1
2013,All Over The Road,easton corbin,51,59,20,77,-18,6XD3HMATLswheYevIfKkSi,0.812,0.0927,199.975,0.0385,0.0527,0,4,0.515,5,163067,-3.344,0.758,1
2008,All Summer Long,hit masters,19,63,5,88,-25,1c6vqb5WxKxXrilpPDzWhb,0.893,0.214,103.023,0.0238,7.83E-05,0.389,4,0.564,7,228641,-4.606,0.892,1
2008,All Summer Long,kid rock,23,64,20,65,-1,32rHadAy6b8xYgSq22C0r8,0.864,0.0956,102.997,0.0283,0.0212,0,4,0.7,7,297587,-3.629,0.887,1
2009,All Summer Long,the rock heroes,29,90,15,100,-10,0gTEBEvVYhVAbq0M7ZuWhe,0.885,0.0634,102.992,0.0336,0.00825,0,4,0.606,7,296347,-4.377,0.855,1
2014,All That Matters,justin bieber,24,92,8,100,-8,4mzOQTGkQ9TR88S4vvelP1,0.513,0.0676,130.047,0.0463,0.00397,0,4,0.678,1,191173,-5.719,0.161,0
2009,All The Above,maino,39,55,20,58,-3,1z667LebVh3DtYNrVJEao0,0.888,0.202,148.828,0.12,0.0762,0,4,0.374,8,319940,-3.197,0.365,1
2017,All The Pretty Girls,kenny chesney,63,87,14,97,-10,66pxmg3Jhjm09tHoWR1wVR,0.848,0.366,120.996,0.0368,0.00916,0,4,0.612,6,212893,-3.736,0.719,1
2009,All The Right Moves,onerepublic,18,53,34,73,-20,5XRHGXut00SrJUFmcn2lQF,0.95,0.211,146.035,0.0503,0.284,1.01E-05,4,0.53,0,238000,-3.526,0.733,1
2000,All The Small Things,blink-182,6,41,23,43,-2,7yCPwWs66K8Ba5lFuU2bcx,0.891,0.547,148.599,0.057,0.0122,0,4,0.439,0,168000,-4.764,0.695,1
2018,All The Stars,Kendrick Lamar & SZA,7,33,21,41,-8,3GCdLUSnKSMJhs4Tj6CV3s,0.633,0.0926,96.924,0.0597,0.0605,0.000194,4,0.698,8,232187,-4.946,0.552,1
2003,All The Things She Said,t.a.t.u.,20,90,20,100,-10,17cExzx2rqRpfcWdLMTkLL,0.841,0.103,89.978,0.0371,0.0418,0.00317,4,0.613,5,214253,-5.686,0.436,0
2013,All The Way Home,tamar braxton,96,0,1,96,New,6rvKqjSuVP02HzGiV4G4iq,0.663,0.0805,107.99,0.0378,0.0807,2.59E-06,4,0.652,2,262227,-5.318,0.254,0
2010,All The Way Turnt Up,roscoe dash,46,81,12,91,-10,1fHNx9MymVjrxGUbq8eh46,0.969,0.303,131.996,0.0991,0.000986,0,4,0.513,11,295320,-1.946,0.715,0
2016,All The Way Up,"fat joe, remy ma",27,38,10,27,11,61QSuw5VlC0LTS8WMO356g,0.721,0.824,117.139,0.386,0.062,0,5,0.536,10,191942,-6.44,0.393,0
2005,All These Things That I've Done,the killers,74,100,14,99,1,0kYUrLVQOfx21xuXu7OGrT,0.74,0.129,118.293,0.0448,0.00192,8.97E-06,4,0.558,6,301573,-6.22,0.217,1
2000,All Things Considered,yankee grey,55,73,20,88,-15,6UFpbLu6DpxTZzCHlb1A1j,0.746,0.0214,140.865,0.0325,0.237,0,4,0.656,8,159667,-5.379,0.96,1
2017,All Time Low,jon bellion,16,33,22,45,-12,0SuLAslEMFZAXf0SwY7syi,0.569,0.0924,89.779,0.166,0.0508,0,4,0.584,0,217603,-4.259,0.501,1
2012,All Too Well,taylor swift,80,0,1,80,New,4XMP3zVxrnr58T0tjIHvpR,0.601,0.128,93.052,0.0245,0.0424,0.000578,4,0.604,0,327893,-7.785,0.343,1
2017,All We Know,the chainsmokers,18,92,16,93,-1,2rizacJSyD9S1IQUxUxnsK,0.586,0.115,90,0.0307,0.097,0.00272,4,0.662,0,194080,-8.821,0.296,1
2002,All You Wanted,michelle branch,6,43,28,46,-3,0kr6d8wHDQPlzuET33NVn6,0.72,0.122,96.103,0.0286,0.00466,0.00303,4,0.499,8,217680,-9.101,0.652,1
2015,All Your Fault,big sean,80,0,1,80,New,30CZcZ0NpTXjVJJa5X5nwf,0.738,0.232,199.915,0.357,0.321,0,5,0.609,5,224387,-4.444,0.525,0
2012,All Your Life,the band perry,37,37,23,40,-3,2khs94jHAVzUm3Pu4mAMmv,0.517,0.129,132.064,0.0263,0.269,0,4,0.53,9,231933,-5.252,0.454,1
2008,All-American Girl,carrie underwood,27,74,20,78,-4,2dRPQFwPqAmc42mDRnsDQu,0.805,0.328,123.991,0.029,0.0466,0,4,0.624,9,212173,-2.632,0.77,1
2005,Almost,bowling for soup,46,88,20,95,-7,6TclVCUxDQm9s3Bey6Ao8H,0.882,0.186,139.966,0.0394,0.000784,0,4,0.546,11,206160,-4.019,0.64,1
2003,Almost Home,craig morgan,59,89,14,94,-5,1PP7nSgqL64QYoT62qqijK,0.481,0.121,75.974,0.0251,0.302,0,4,0.525,8,289000,-6.715,0.237,1
2013,Almost Is Never Enough,ariana grande,82,0,2,82,Re-Entry,6YbDAwAzXrijLm3AQ9nBrv,0.295,0.084,85.134,0.0504,0.826,0,4,0.355,2,210200,-8.619,0.405,1
2017,Almost Like Praying,lin-manuel miranda,20,0,1,20,Hot Shot Debut,3dskm5fAe8OkBtM9E0VVWx,0.791,0.232,188.36,0.238,0.0198,0,4,0.471,5,200457,-3.373,0.507,0
2009,Alone,glee cast,51,0,1,51,Hot Shot Debut,1LL2jGP1hehUlAccRCxmV4,0.685,0.0823,175.837,0.0302,0.292,3.37E-05,4,0.408,6,221693,-6.549,0.221,1
2004,Alone,lasgo,83,92,14,91,1,03ApC9qWTCFEE5Cj42ALCH,0.924,0.754,139.989,0.0465,0.0126,0.0197,4,0.715,8,335133,-5.966,0.653,1
2017,Alone,marshmello,60,89,10,98,-9,12mGwph2YzDIlChtq3EdXP,0.953,0.108,142.011,0.0353,0.0244,0.0164,4,0.636,2,273803,-3.74,0.397,1
