Track,Artist,Position,Peak,Last,Weeks,Year,Month,Week
Ta Da,Lil' Mo,100.0,100.0,-,1.0,2000.0,8.0,12.0
Bounce With Me,Lil Bow Wow Featuring Xscape,48.0,48.0,-,1.0,2000.0,8.0,19.0
Give Me Just One Night (Una Noche),98 Degrees,51.0,51.0,-,1.0,2000.0,8.0,19.0
Bag Lady,Erykah Badu,67.0,67.0,-,1.0,2000.0,8.0,19.0
Case Of The Ex (Whatcha Gonna Do),Mya,72.0,72.0,-,1.0,2000.0,8.0,19.0
Baby U Are,Gerald Levert,96.0,96.0,-,1.0,2000.0,8.0,19.0
Best Of Intentions,Travis Tritt,97.0,97.0,-,1.0,2000.0,8.0,19.0
You're A God,Vertical Horizon,64.0,64.0,-,1.0,2000.0,8.0,26.0
Go On,George Strait,71.0,71.0,-,1.0,2000.0,8.0,26.0
Kiss This,Aaron Tippin,74.0,74.0,-,1.0,2000.0,8.0,26.0
Open My Heart,Yolanda Adams,76.0,76.0,-,1.0,2000.0,8.0,26.0
The Way I Am,Eminem,87.0,87.0,-,1.0,2000.0,8.0,26.0
Aaron's Party (Come Get It),Aaron Carter,99.0,99.0,-,1.0,2000.0,8.0,26.0
Deep Inside Of You,Third Eye Blind,80.0,80.0,-,1.0,2000.0,9.0,2.0
Feels Like Love,Vince Gill,82.0,82.0,-,1.0,2000.0,9.0,2.0
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,91.0,91.0,-,1.0,2000.0,9.0,2.0
Kernkraft 400,Zombie Nation,99.0,99.0,-,1.0,2000.0,9.0,2.0
Pinch Me,Barenaked Ladies,77.0,77.0,-,1.0,2000.0,9.0,9.0
There You Are,Martina McBride,79.0,79.0,-,1.0,2000.0,9.0,9.0
The Little Girl,John Michael Montgomery,81.0,81.0,-,1.0,2000.0,9.0,9.0
Can't Fight The Moonlight,LeAnn Rimes,82.0,82.0,-,1.0,2000.0,9.0,9.0
Gotta Tell You,Samantha Mumba,85.0,85.0,-,1.0,2000.0,9.0,9.0
Bad Boyz,Shyne Featuring Barrington Levy,94.0,94.0,-,1.0,2000.0,9.0,9.0
Pull Over,Trina,97.0,97.0,-,1.0,2000.0,9.0,9.0
Liar,Profyle,52.0,52.0,-,1.0,2000.0,9.0,16.0
My Baby You,Marc Anthony,82.0,82.0,-,1.0,2000.0,9.0,16.0
Between Me And You,Ja Rule Featuring Christina Milian,85.0,85.0,-,1.0,2000.0,9.0,16.0
Can't Go For That,Tamia,90.0,90.0,-,1.0,2000.0,9.0,16.0
That's The Kind Of Mood I'm In,Patty Loveless,98.0,98.0,-,1.0,2000.0,9.0,16.0
Independent Women Part I,Destiny's Child,78.0,78.0,-,1.0,2000.0,9.0,23.0
Summer Rain,Carl Thomas,82.0,82.0,-,1.0,2000.0,9.0,23.0
You Should've Told Me,Kelly Price,91.0,91.0,-,1.0,2000.0,9.0,23.0
You Won't Be Lonely Now,Billy Ray Cyrus,97.0,97.0,-,1.0,2000.0,9.0,23.0
This I Promise You,'N Sync,68.0,68.0,-,1.0,2000.0,9.0,30.0
I Wish,R. Kelly,71.0,71.0,-,1.0,2000.0,9.0,30.0
That Other Woman,Changing Faces,80.0,80.0,-,1.0,2000.0,9.0,30.0
Just Another Day In Paradise,Phil Vassar,81.0,81.0,-,1.0,2000.0,9.0,30.0
What's Your Fantasy,Ludacris Featuring Shawnna,89.0,89.0,-,1.0,2000.0,9.0,30.0
He Loves U Not,Dream,99.0,99.0,-,1.0,2000.0,9.0,30.0
She Bangs,Ricky Martin,38.0,38.0,-,1.0,2000.0,10.0,7.0
E.I.,Nelly,71.0,71.0,-,1.0,2000.0,10.0,7.0
Beautiful Day,U2,75.0,75.0,-,1.0,2000.0,10.0,7.0
911,Wyclef Jean Featuring Mary J. Blige,77.0,77.0,-,1.0,2000.0,10.0,7.0
Without You,Dixie Chicks,80.0,80.0,-,1.0,2000.0,10.0,7.0
Shape Of My Heart,Backstreet Boys,39.0,39.0,-,1.0,2000.0,10.0,14.0
We Danced,Brad Paisley,71.0,71.0,-,1.0,2000.0,10.0,14.0
Just Friends (Sunny),Musiq,89.0,89.0,-,1.0,2000.0,10.0,14.0
What Means The World To You,Cam'ron,94.0,94.0,-,1.0,2000.0,10.0,14.0
If You're Gone,matchbox twenty,52.0,52.0,-,1.0,2000.0,10.0,21.0
Girls Dem Sugar,Beenie Man Featuring Mya,72.0,72.0,-,1.0,2000.0,10.0,21.0
My Next Thirty Years,Tim McGraw,73.0,73.0,-,1.0,2000.0,10.0,21.0
I Lost It,Kenny Chesney,75.0,75.0,-,1.0,2000.0,10.0,21.0
Loser,3 Doors Down,76.0,76.0,-,1.0,2000.0,10.0,21.0
Born To Fly,Sara Evans,77.0,77.0,-,1.0,2000.0,10.0,21.0
My Love Goes On And On,Chris Cagle,99.0,99.0,-,1.0,2000.0,10.0,21.0
I Just Wanna Love U (Give It 2 Me),JAY-Z,58.0,58.0,-,1.0,2000.0,10.0,28.0
Sleepwalker,The Wallflowers,73.0,73.0,-,1.0,2000.0,10.0,28.0
Hemorrhage (In My Hands),Fuel,77.0,77.0,-,1.0,2000.0,10.0,28.0
Straight Up,Chante Moore,98.0,98.0,-,1.0,2000.0,10.0,28.0
Toca's Miracle,Fragma,99.0,99.0,-,1.0,2000.0,10.0,28.0
It Wasn't Me,Shaggy Featuring Ricardo &quot;RikRok&quot; Ducent,57.0,57.0,-,1.0,2000.0,11.0,4.0
Crazy For This Girl,Evan And Jaron,58.0,58.0,-,1.0,2000.0,11.0,4.0
Pop Ya Collar,Usher,68.0,68.0,-,1.0,2000.0,11.0,4.0
My First Love,Avant Featuring KeKe Wyatt,70.0,70.0,-,1.0,2000.0,11.0,4.0
www.memory,Alan Jackson,75.0,75.0,-,1.0,2000.0,11.0,4.0
Stan,Eminem Featuring Dido,78.0,78.0,-,1.0,2000.0,11.0,4.0
No More (Baby I'ma Do Right),3LW,96.0,96.0,-,1.0,2000.0,11.0,4.0
Ms. Jackson,OutKast,55.0,55.0,-,1.0,2000.0,11.0,11.0
Rollin',Limp Bizkit,77.0,77.0,-,1.0,2000.0,11.0,11.0
Do You,Funkmaster Flex Featuring DMX,92.0,92.0,-,1.0,2000.0,11.0,11.0
Oklahoma,Billy Gilman,94.0,94.0,-,1.0,2000.0,11.0,11.0
Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,96.0,96.0,-,1.0,2000.0,11.0,11.0
Again,Lenny Kravitz,72.0,72.0,-,1.0,2000.0,11.0,18.0
Tell Her,Lonestar,75.0,75.0,-,1.0,2000.0,11.0,18.0
Meanwhile Back At The Ranch,The Clark Family Experience,87.0,87.0,-,1.0,2000.0,11.0,18.0
Souljas,Master P,98.0,98.0,-,1.0,2000.0,11.0,18.0
Original Prankster,The Offspring,74.0,74.0,-,1.0,2000.0,11.0,25.0
Emotional,Carl Thomas,77.0,77.0,-,1.0,2000.0,11.0,25.0
How Many Licks?,Lil' Kim Featuring Sisqo,79.0,79.0,-,1.0,2000.0,11.0,25.0
So In Love With Two,Mikaila,96.0,96.0,-,1.0,2000.0,11.0,25.0
Bow Wow (That's My Name),Lil Bow Wow,97.0,97.0,-,1.0,2000.0,11.0,25.0
If I Am,Nine Days,68.0,68.0,-,1.0,2000.0,12.0,2.0
Stronger,Britney Spears,70.0,70.0,-,1.0,2000.0,12.0,2.0
Babylon,David Gray,73.0,73.0,-,1.0,2000.0,12.0,2.0
Burn,Jo Dee Messina,77.0,77.0,-,1.0,2000.0,12.0,2.0
The Itch,Vitamin C,86.0,86.0,-,1.0,2000.0,12.0,2.0
South Side,Moby Featuring Gwen Stefani,94.0,94.0,-,1.0,2000.0,12.0,2.0
Spanish Guitar,Toni Braxton,98.0,98.0,-,1.0,2000.0,12.0,2.0
Love Don't Cost A Thing,Jennifer Lopez,46.0,46.0,-,1.0,2000.0,12.0,9.0
My Everything,98 Degrees,62.0,62.0,-,1.0,2000.0,12.0,9.0
Crazy,K-Ci & JoJo,69.0,69.0,-,1.0,2000.0,12.0,9.0
Ashes By Now,Lee Ann Womack,74.0,74.0,-,1.0,2000.0,12.0,9.0
Don't Tell Me,Madonna,78.0,78.0,-,1.0,2000.0,12.0,9.0
It's Over Now,112,82.0,82.0,-,1.0,2000.0,12.0,9.0
One Woman Man,Dave Hollister,86.0,86.0,-,1.0,2000.0,12.0,9.0
Project Chick,Cash Money Millionaires,74.0,74.0,-,1.0,2000.0,12.0,16.0
A Little Gasoline,Terri Clark,75.0,75.0,-,1.0,2000.0,12.0,16.0
Danger (Been So Long),Mystikal Featuring Nivea,77.0,77.0,-,1.0,2000.0,12.0,16.0
Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,96.0,96.0,-,1.0,2000.0,12.0,16.0
Could It Be,Jaheim,99.0,99.0,-,1.0,2000.0,12.0,16.0
Liquid Dreams,O-Town,21.0,21.0,-,1.0,2000.0,12.0,23.0
Mamacita,Public Announcement,59.0,59.0,-,1.0,2000.0,12.0,23.0
There Is No Arizona,Jamie O'Neal,72.0,72.0,-,1.0,2000.0,12.0,23.0
Promise,Jagged Edge,73.0,73.0,-,1.0,2000.0,12.0,23.0
This Everyday Love,Rascal Flatts,76.0,76.0,-,1.0,2000.0,12.0,23.0
Wild Horses,Garth Brooks,79.0,79.0,-,1.0,2000.0,12.0,23.0
But For The Grace Of God,Keith Urban,81.0,81.0,-,1.0,2000.0,12.0,23.0
Put It On Me,Ja Rule Featuring Lil' Mo & Vita,95.0,95.0,-,1.0,2000.0,12.0,23.0
All Good?,De La Soul Featuring Chaka Khan,96.0,96.0,-,1.0,2000.0,12.0,23.0
Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,97.0,97.0,-,1.0,2000.0,12.0,23.0
The Christmas Shoes,NewSong,68.0,68.0,-,1.0,2000.0,12.0,30.0
Still On Your Side,BBMak,69.0,69.0,-,1.0,2000.0,12.0,30.0
You Shouldn't Kiss Me Like This,Toby Keith,77.0,77.0,-,1.0,2000.0,12.0,30.0
X,Xzibit,80.0,80.0,-,1.0,2000.0,12.0,30.0
Angel,Shaggy Featuring Rayvon,81.0,81.0,-,1.0,2000.0,12.0,30.0
Thank You In Advance,Boyz II Men,90.0,90.0,-,1.0,2000.0,12.0,30.0
I Know,Sunday,98.0,98.0,-,1.0,2000.0,12.0,30.0
Where Are You Christmas?,Faith Hill,65.0,65.0,-,1.0,2001.0,1.0,6.0
You Make Me Sick,P!nk,68.0,68.0,-,1.0,2001.0,1.0,6.0
Stutter,Joe Featuring Mystikal,73.0,73.0,-,1.0,2001.0,1.0,6.0
Butterfly,Crazy Town,75.0,75.0,-,1.0,2001.0,1.0,6.0
Bouncing Off The Ceiling (Upside Down),A*Teens,93.0,93.0,-,1.0,2001.0,1.0,6.0
Lady (Hear Me Tonight),Modjo,95.0,95.0,-,1.0,2001.0,1.0,6.0
Cha-Cha Slide,Mr. C The Slide Man,97.0,97.0,-,1.0,2001.0,1.0,6.0
Stranger In My House,Tamia,79.0,79.0,-,1.0,2001.0,1.0,13.0
Thank You,Dido,80.0,80.0,-,1.0,2001.0,1.0,13.0
After Party,Koffee Brown,98.0,98.0,-,1.0,2001.0,1.0,13.0
By Your Side,Sade,75.0,75.0,-,1.0,2001.0,1.0,20.0
A Good Day To Run,Darryl Worley,76.0,76.0,-,1.0,2001.0,1.0,20.0
One More Day,Diamond Rio,79.0,79.0,-,1.0,2001.0,1.0,20.0
Southern Hospitality,Ludacris,86.0,86.0,-,1.0,2001.0,1.0,20.0
Jaded,Aerosmith,58.0,58.0,-,1.0,2001.0,1.0,27.0
Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,66.0,66.0,-,1.0,2001.0,1.0,27.0
I Did It,Dave Matthews Band,76.0,76.0,-,1.0,2001.0,1.0,27.0
Who I Am,Jessica Andrews,79.0,79.0,-,1.0,2001.0,1.0,27.0
Breathless,The Corrs,81.0,81.0,-,1.0,2001.0,1.0,27.0
Outside,Aaron Lewis Of Staind With Fred Durst,82.0,82.0,-,1.0,2001.0,1.0,27.0
Soul Sista,Bilal,97.0,97.0,-,1.0,2001.0,1.0,27.0
Georgia,Carolyn Dawn Johnson,98.0,98.0,-,1.0,2001.0,1.0,27.0
Free,Mya,75.0,75.0,-,1.0,2001.0,2.0,3.0
Snoop Dogg,Snoop Dogg,77.0,77.0,-,1.0,2001.0,2.0,3.0
If My Heart Had Wings,Faith Hill,80.0,80.0,-,1.0,2001.0,2.0,3.0
Pour Me,Trick Pony,95.0,95.0,-,1.0,2001.0,2.0,3.0
You All Dat,Baha Men With Imani Coppola,97.0,97.0,-,1.0,2001.0,2.0,3.0
Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",99.0,99.0,-,1.0,2001.0,2.0,3.0
Around The World (La La La La La),ATC,53.0,53.0,-,1.0,2001.0,2.0,10.0
Hanging By A Moment,Lifehouse,76.0,76.0,-,1.0,2001.0,2.0,10.0
A Long Walk,Jill Scott,78.0,78.0,-,1.0,2001.0,2.0,10.0
One Step Closer,Linkin Park,81.0,81.0,-,1.0,2001.0,2.0,10.0
One More Time,Daft Punk,89.0,89.0,-,1.0,2001.0,2.0,10.0
Missing You,Case,92.0,92.0,-,1.0,2001.0,2.0,10.0
The Call,Backstreet Boys,60.0,60.0,-,1.0,2001.0,2.0,17.0
Thank You For Loving Me,Bon Jovi,68.0,68.0,-,1.0,2001.0,2.0,17.0
Who's That Girl?,Eve,73.0,73.0,-,1.0,2001.0,2.0,17.0
Drive,Incubus,75.0,75.0,-,1.0,2001.0,2.0,17.0
Love,Musiq Soulchild,77.0,77.0,-,1.0,2001.0,2.0,17.0
Don't Talk,Jon B,79.0,79.0,-,1.0,2001.0,2.0,17.0
Get Crunked Up,Iconz Featuring Tony Manshino,99.0,99.0,-,1.0,2001.0,2.0,17.0
Ride Wit Me,Nelly Featuring City Spud,57.0,57.0,-,1.0,2001.0,2.0,24.0
Just Another Girl,Monica,74.0,74.0,-,1.0,2001.0,2.0,24.0
Look At Us,Sarina Paris,99.0,99.0,-,1.0,2001.0,2.0,24.0
Never Had A Dream Come True,S Club 7,61.0,61.0,-,1.0,2001.0,3.0,3.0
Best I Ever Had (Grey Sky Morning),Vertical Horizon,65.0,65.0,-,1.0,2001.0,3.0,3.0
I'm Like A Bird,Nelly Furtado,66.0,66.0,-,1.0,2001.0,3.0,3.0
"So Fresh, So Clean",OutKast,71.0,71.0,-,1.0,2001.0,3.0,3.0
Oochie Wally,QB Finest Featuring Nas & Bravehearts,76.0,76.0,-,1.0,2001.0,3.0,3.0
It's A Great Day To Be Alive,Travis Tritt,78.0,78.0,-,1.0,2001.0,3.0,3.0
Chickenhead,Project Pat,97.0,97.0,-,1.0,2001.0,3.0,3.0
Cross The Border,Philly's Most Wanted,98.0,98.0,-,1.0,2001.0,3.0,3.0
Heard It All Before,Sunshine Anderson,55.0,55.0,-,1.0,2001.0,3.0,10.0
Follow Me,Uncle Kracker,72.0,72.0,-,1.0,2001.0,3.0,10.0
Yellow,Coldplay,73.0,73.0,-,1.0,2001.0,3.0,10.0
Ain't Nothing 'Bout You,Brooks & Dunn,77.0,77.0,-,1.0,2001.0,3.0,10.0
Don't Happen Twice,Kenny Chesney,82.0,82.0,-,1.0,2001.0,3.0,10.0
Take It To Da House,Trick Daddy Featuring The SNS Express,99.0,99.0,-,1.0,2001.0,3.0,10.0
All For You,Janet,14.0,14.0,-,1.0,2001.0,3.0,17.0
Survivor,Destiny's Child,43.0,43.0,-,1.0,2001.0,3.0,17.0
Maybe I Deserve,Tank,71.0,71.0,-,1.0,2001.0,3.0,17.0
She Misses Him,Tim Rushlow,74.0,74.0,-,1.0,2001.0,3.0,17.0
If I Fall You're Going Down With Me,Dixie Chicks,75.0,75.0,-,1.0,2001.0,3.0,17.0
Drops Of Jupiter (Tell Me),Train,77.0,77.0,-,1.0,2001.0,3.0,17.0
Lucky 4 You (Tonight I'm Just Me),SHeDAISY,80.0,80.0,-,1.0,2001.0,3.0,17.0
Bizounce,Olivia,94.0,94.0,-,1.0,2001.0,3.0,17.0
Get Ur Freak On,Missy &quot;Misdemeanor&quot; Elliott,65.0,65.0,-,1.0,2001.0,3.0,24.0
Lay Low,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",80.0,80.0,-,1.0,2001.0,3.0,24.0
Mrs. Steven Rudy,Mark McGuinn,84.0,84.0,-,1.0,2001.0,3.0,24.0
What Would You Do?,City High,99.0,99.0,-,1.0,2001.0,3.0,24.0
Get Over Yourself,Eden's Crush,8.0,8.0,-,1.0,2001.0,3.0,31.0
Grown Men Don't Cry,Tim McGraw,70.0,70.0,-,1.0,2001.0,3.0,31.0
Fiesta,R. Kelly Featuring Jay-Z,73.0,73.0,-,1.0,2001.0,3.0,31.0
Request Line,The Black Eyed Peas Featuring Macy Gray,77.0,77.0,-,1.0,2001.0,3.0,31.0
Video,India.Arie,80.0,80.0,-,1.0,2001.0,3.0,31.0
Superwoman Pt. II,Lil' Mo Featuring Fabolous,98.0,98.0,-,1.0,2001.0,3.0,31.0
Play,Jennifer Lopez,76.0,76.0,-,1.0,2001.0,4.0,7.0
There It Is,Ginuwine,82.0,82.0,-,1.0,2001.0,4.0,7.0
Right Where I Need To Be,Gary Allan,83.0,83.0,-,1.0,2001.0,4.0,7.0
Too Little Too Late,Barenaked Ladies,86.0,86.0,-,1.0,2001.0,4.0,7.0
I Like Them Girls,Tyrese,87.0,87.0,-,1.0,2001.0,4.0,7.0
She Couldn't Change Me,Montgomery Gentry,94.0,94.0,-,1.0,2001.0,4.0,7.0
La Bomba,Azul Azul,96.0,96.0,-,1.0,2001.0,4.0,7.0
Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly,97.0,97.0,-,1.0,2001.0,4.0,7.0
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",70.0,70.0,-,1.0,2001.0,4.0,14.0
Peaches & Cream,112,75.0,75.0,-,1.0,2001.0,4.0,14.0
If You Can Do Anything Else,George Strait,76.0,76.0,-,1.0,2001.0,4.0,14.0
It's Been Awhile,Staind,79.0,79.0,-,1.0,2001.0,4.0,14.0
Puppy Love,Lil Bow Wow Featuring Jagged Edge,82.0,82.0,-,1.0,2001.0,4.0,14.0
Until The End Of Time,2Pac,82.0,82.0,-,1.0,2001.0,4.0,21.0
I Could Not Ask For More,Sara Evans,83.0,83.0,-,1.0,2001.0,4.0,21.0
Two People Fell In Love,Brad Paisley,79.0,79.0,-,1.0,2001.0,4.0,28.0
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,80.0,80.0,-,1.0,2001.0,4.0,28.0
My Way,Limp Bizkit,81.0,81.0,-,1.0,2001.0,4.0,28.0
Rose Bouquet,Phil Vassar,83.0,83.0,-,1.0,2001.0,4.0,28.0
When Somebody Loves You,Alan Jackson,84.0,84.0,-,1.0,2001.0,4.0,28.0
That's How I Beat Shaq,Aaron Carter,96.0,96.0,-,1.0,2001.0,4.0,28.0
"Like, Wow!",Leslie Carter,99.0,99.0,-,1.0,2001.0,4.0,28.0
Mad Season,matchbox twenty,68.0,68.0,-,1.0,2001.0,5.0,5.0
I'm Already There,Lonestar,69.0,69.0,-,1.0,2001.0,5.0,5.0
Angel,Lionel Richie,70.0,70.0,-,1.0,2001.0,5.0,5.0
What It Feels Like For A Girl,Madonna,73.0,73.0,-,1.0,2001.0,5.0,5.0
Hit 'Em Up Style (Oops!),Blu Cantrell,83.0,83.0,-,1.0,2001.0,5.0,5.0
Can't Believe,Faith Evans Featuring Carl Thomas,86.0,86.0,-,1.0,2001.0,5.0,5.0
I Cry,Ja Rule Featuring Lil' Mo,92.0,92.0,-,1.0,2001.0,5.0,5.0
This Is Me,Dream,67.0,67.0,-,1.0,2001.0,5.0,12.0
"Baby, Come Over (This Is Our Night)",Samantha Mumba,68.0,68.0,-,1.0,2001.0,5.0,12.0
Dream On,Depeche Mode,85.0,85.0,-,1.0,2001.0,5.0,12.0
Everybody Doesn't,Amanda,87.0,87.0,-,1.0,2001.0,5.0,12.0
There She Goes,Babyface,98.0,98.0,-,1.0,2001.0,5.0,12.0
My Baby,Lil' Romeo,33.0,33.0,-,1.0,2001.0,5.0,19.0
Irresistible,Jessica Simpson,69.0,69.0,-,1.0,2001.0,5.0,19.0
The Space Between,Dave Matthews Band,79.0,79.0,-,1.0,2001.0,5.0,19.0
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,97.0,97.0,-,1.0,2001.0,5.0,19.0
There You'll Be,Faith Hill,46.0,46.0,-,1.0,2001.0,5.0,26.0
More Than That,Backstreet Boys,68.0,68.0,-,1.0,2001.0,5.0,26.0
Wait A Minute,Ray J Featuring Lil' Kim,76.0,76.0,-,1.0,2001.0,5.0,26.0
Let's Get It,"Three The... G. Dep, P. Diddy & Black Rob",80.0,80.0,-,1.0,2001.0,5.0,26.0
Imitation Of Life,R.E.M.,83.0,83.0,-,1.0,2001.0,5.0,26.0
Austin,Blake Shelton,98.0,98.0,-,1.0,2001.0,5.0,26.0
Pop,'N Sync,29.0,29.0,-,1.0,2001.0,6.0,2.0
Music,Erick Sermon Featuring Marvin Gaye,60.0,60.0,-,1.0,2001.0,6.0,2.0
Where The Party At,Jagged Edge With Nelly,64.0,64.0,-,1.0,2001.0,6.0,2.0
When It's Over,Sugar Ray,76.0,76.0,-,1.0,2001.0,6.0,2.0
We Need A Resolution,Aaliyah Featuring Timbaland,78.0,78.0,-,1.0,2001.0,6.0,2.0
I Do!!,Toya,82.0,82.0,-,1.0,2001.0,6.0,2.0
Playas Gon' Play,3LW,91.0,91.0,-,1.0,2001.0,6.0,2.0
What I Really Meant To Say,Cyndi Thomson,98.0,98.0,-,1.0,2001.0,6.0,2.0
All Or Nothing,O-Town,60.0,60.0,-,1.0,2001.0,6.0,9.0
Bootylicious,Destiny's Child,66.0,66.0,-,1.0,2001.0,6.0,9.0
Fill Me In,Craig David,69.0,69.0,-,1.0,2001.0,6.0,9.0
Here's To The Night,Eve 6,74.0,74.0,-,1.0,2001.0,6.0,9.0
When I Think About Angels,Jamie O'Neal,81.0,81.0,-,1.0,2001.0,6.0,9.0
I Wanna Be Bad,Willa Ford,92.0,92.0,-,1.0,2001.0,6.0,9.0
U Remind Me,Usher,53.0,53.0,-,1.0,2001.0,6.0,16.0
Downtime,Jo Dee Messina,77.0,77.0,-,1.0,2001.0,6.0,16.0
Where The Blacktop Ends,Keith Urban,78.0,78.0,-,1.0,2001.0,6.0,16.0
I'm Just Talkin' About Tonight,Toby Keith,83.0,83.0,-,1.0,2001.0,6.0,16.0
She's All I Got,Jimmy Cozier,86.0,86.0,-,1.0,2001.0,6.0,16.0
Loaded,Ricky Martin,97.0,97.0,-,1.0,2001.0,6.0,16.0
Fallin',Alicia Keys,98.0,98.0,-,1.0,2001.0,6.0,16.0
Flavor Of The Weak,American Hi-Fi,69.0,69.0,-,1.0,2001.0,6.0,23.0
Someone To Call My Lover,Janet,76.0,76.0,-,1.0,2001.0,6.0,23.0
Loverboy,Mariah Carey Featuring Cameo,79.0,79.0,-,1.0,2001.0,6.0,23.0
Schism,Tool,81.0,81.0,-,1.0,2001.0,6.0,23.0
Purple Hills,D12,97.0,97.0,-,1.0,2001.0,6.0,23.0
While You Loved Me,Rascal Flatts,79.0,79.0,-,1.0,2001.0,6.0,30.0
Just In Case,Jaheim,82.0,82.0,-,1.0,2001.0,6.0,30.0
What It Is,Violator Featuring Busta Rhymes,85.0,85.0,-,1.0,2001.0,6.0,30.0
Midwest Swing,St. Lunatics,99.0,99.0,-,1.0,2001.0,6.0,30.0
I'm Real,Jennifer Lopez Featuring Ja Rule,66.0,66.0,-,1.0,2001.0,7.0,7.0
Laredo,Chris Cagle,83.0,83.0,-,1.0,2001.0,7.0,7.0
The Way,Jill Scott,84.0,84.0,-,1.0,2001.0,7.0,7.0
Contagious,The Isley Brothers Featuring Ronald Isley,68.0,68.0,-,1.0,2001.0,7.0,14.0
One Minute Man,Missy &quot;Misdemeanor&quot; Elliott,75.0,75.0,-,1.0,2001.0,7.0,14.0
Only Time,Enya,76.0,76.0,-,1.0,2001.0,7.0,14.0
Area Codes,Ludacris Featuring Nate Dogg,84.0,84.0,-,1.0,2001.0,7.0,14.0
Miss California,Dante Thomas Featuring Pras,98.0,98.0,-,1.0,2001.0,7.0,14.0
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,99.0,99.0,-,1.0,2001.0,7.0,14.0
Take You Out,Luther Vandross,38.0,38.0,-,1.0,2001.0,7.0,21.0
Only In America,Brooks & Dunn,77.0,77.0,-,1.0,2001.0,7.0,21.0
I'm A Believer,Smash Mouth,78.0,78.0,-,1.0,2001.0,7.0,21.0
Why They Call It Falling,Lee Ann Womack,81.0,81.0,-,1.0,2001.0,7.0,21.0
Sandstorm,Darude,92.0,92.0,-,1.0,2001.0,7.0,21.0
Can't Deny It,Fabolous Featuring Nate Dogg,98.0,98.0,-,1.0,2001.0,7.0,21.0
I'm A Thug,Trick Daddy,99.0,99.0,-,1.0,2001.0,7.0,21.0
Izzo (H.O.V.A.),JAY-Z,59.0,59.0,-,1.0,2001.0,7.0,28.0
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",70.0,70.0,-,1.0,2001.0,7.0,28.0
Be Like That,3 Doors Down,72.0,72.0,-,1.0,2001.0,7.0,28.0
Bad Day,Fuel,73.0,73.0,-,1.0,2001.0,7.0,28.0
The Rock Show,Blink-182,74.0,74.0,-,1.0,2001.0,7.0,28.0
Family Affair,Mary J. Blige,76.0,76.0,-,1.0,2001.0,7.0,28.0
Differences,Ginuwine,79.0,79.0,-,1.0,2001.0,7.0,28.0
On A Night Like This,Trick Pony,98.0,98.0,-,1.0,2001.0,7.0,28.0
Start The Commotion,The Wiseguys,63.0,63.0,-,1.0,2001.0,8.0,4.0
I Would've Loved You Anyway,Trisha Yearwood,81.0,81.0,-,1.0,2001.0,8.0,4.0
I'll Fly With You (L'amour Toujours),Gigi D'Agostino,95.0,95.0,-,1.0,2001.0,8.0,4.0
My Projects,Coo Coo Cal,98.0,98.0,-,1.0,2001.0,8.0,4.0
Castles In The Sky,Ian Van Dahl Featuring Marsha,99.0,99.0,-,1.0,2001.0,8.0,4.0
Set It Off,Juvenile,76.0,76.0,-,1.0,2001.0,8.0,11.0
Six-Pack Summer,Phil Vassar,78.0,78.0,-,1.0,2001.0,8.0,11.0
Crawling,Linkin Park,79.0,79.0,-,1.0,2001.0,8.0,11.0
Raise Up,Petey Pablo,98.0,98.0,-,1.0,2001.0,8.0,11.0
Because I Got High,Afroman,67.0,67.0,-,1.0,2001.0,8.0,18.0
Turn Off The Light,Nelly Furtado,69.0,69.0,-,1.0,2001.0,8.0,18.0
Angry All The Time,Tim McGraw,70.0,70.0,-,1.0,2001.0,8.0,18.0
Don't Mess With The Radio,Nivea,90.0,90.0,-,1.0,2001.0,8.0,18.0
Ghetto Girls,Lil Bow Wow,91.0,91.0,-,1.0,2001.0,8.0,18.0
Every Other Time,LFO,65.0,65.0,-,1.0,2001.0,8.0,25.0
Clint Eastwood,Gorillaz,73.0,73.0,-,1.0,2001.0,8.0,25.0
Feelin' On Yo Booty,R. Kelly,74.0,74.0,-,1.0,2001.0,8.0,25.0
Where I Come From,Alan Jackson,76.0,76.0,-,1.0,2001.0,8.0,25.0
Smooth Criminal,Alien Ant Farm,78.0,78.0,-,1.0,2001.0,8.0,25.0
Girl Next Door,Musiq Soulchild Featuring Ayana,93.0,93.0,-,1.0,2001.0,8.0,25.0
Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",94.0,94.0,-,1.0,2001.0,8.0,25.0
